
560026,0.0
560040,0.0
560041,0.0
560022,0.0
560066,0.0
562125,0.0
560014,0.0
560015,0.0
560037,0.0
560079,0.0
560027,0.0
560002,0.0
560084,0.0
560025,0.0
560080,0.0
560098,0.0
560061,0.0
560028,0.0
562157,0.0
560003,0.0
560021,0.0
560064,0.0
560043,0.0
560038,0.0
560013,0.0
560052,0.0
560036,0.0
560067,0.0
560030,0.0
560104,0.0
560020,0.0
560072,0.0
560023,0.0
560018,0.0
560054,0.0
560048,0.0
560095,0.0
560086,0.0
560034,0.0
560085,0.0
560068,0.0
560103,0.0
560070,0.0
560063,0.0
560093,0.0
560094,0.0
560091,0.0
560046,0.0
560096,0.0
562149,0.0
560065,0.0
560001,0.0
560010,0.0
562107,0.0
560099,0.0
560042,0.0
560016,0.0
560071,0.0
560056,0.0
560055,0.0
560092,0.0
560078,0.0
562106,0.0
560059,0.0
560087,0.0
560033,0.0
560051,0.0
560024,0.0
560074,0.0
560004,0.0
560069,0.0
560073,0.0
560062,0.0
560008,0.0
560012,0.0
560039,0.0
560097,0.0
560049,0.0
560077,0.0
560005,0.0
560011,0.0
562130,0.0
560102,0.0
560045,0.0
560053,0.0
